Date,Open,High,Low,Close,Adj Close,Volume
2017-05-18,82.559998,84.570000,82.330002,84.220001,83.621376,437200
2017-05-19,83.669998,83.930000,83.050003,83.330002,82.737701,622700
2017-05-22,83.459999,84.419998,83.440002,84.349998,83.750443,398800
2017-05-23,84.029999,84.900002,83.960999,84.790001,84.187325,722600
2017-05-24,84.440002,85.250000,84.330002,85.089996,84.485184,616300
2017-05-25,85.120003,85.760002,85.120003,85.699997,85.090851,383200
2017-05-26,85.010002,85.610001,84.959999,85.500000,84.892273,450500
2017-05-30,85.269997,85.760002,85.199997,85.489998,84.882339,444000
2017-05-31,86.309998,86.739998,85.809998,86.720001,86.103600,422800
2017-06-01,87.190002,89.089996,87.089996,88.599998,87.970238,783500
2017-06-02,90.430000,90.839996,89.500000,90.589996,89.946091,762200
2017-06-05,90.120003,90.639999,90.010002,90.440002,89.797165,348600
2017-06-06,90.000000,91.139999,89.919998,90.510002,89.866661,328000
2017-06-07,90.400002,90.980003,90.029999,90.570000,89.926239,410900
2017-06-08,91.709999,91.919998,90.709999,91.849998,91.197136,486600
2017-06-09,91.639999,91.940002,89.160004,89.449997,88.814194,849200
2017-06-12,89.019997,89.089996,87.430000,87.750000,87.126282,1021900
2017-06-13,88.839996,88.989998,87.910004,88.190002,87.563156,586200
2017-06-14,88.720001,88.830002,87.889999,88.419998,87.791519,397400
2017-06-15,85.820000,87.680000,85.360001,87.550003,86.927704,830900
2017-06-16,88.550003,88.820000,87.862999,88.029999,87.404289,414800
2017-06-19,89.279999,89.930000,89.059998,89.779999,89.141853,556800
2017-06-20,89.430000,89.589996,88.610001,88.739998,88.109245,361500
2017-06-21,89.110001,89.389999,88.605003,89.180000,88.546120,240300
2017-06-22,89.070000,89.900002,88.889999,89.389999,88.754623,237100
2017-06-23,88.980003,89.320000,88.349998,89.180000,88.546120,272800
2017-06-26,89.370003,89.910004,88.410004,88.830002,88.198608,255600
2017-06-27,88.309998,88.309998,87.239998,87.309998,86.689407,351100
2017-06-28,87.190002,87.910004,86.870003,87.769997,87.146133,455900
2017-06-29,86.389999,86.440002,85.230003,85.949997,85.339073,605600
2017-06-30,86.639999,86.940002,85.739998,86.019997,85.408577,352700
2017-07-03,86.339996,86.949997,85.809998,85.809998,85.200066,399500
2017-07-05,84.989998,86.470001,84.379997,86.290001,85.676659,680500
2017-07-06,85.480003,86.050003,85.080002,85.699997,85.090851,375300
2017-07-07,85.279999,86.309998,85.059998,86.089996,85.478073,364300
2017-07-10,86.089996,88.919998,86.089996,88.510002,87.880882,422700
2017-07-11,89.349998,90.839996,89.070000,90.589996,89.946091,1130900
2017-07-12,90.470001,93.180000,90.379997,92.879997,92.219810,1394900
2017-07-13,92.529999,93.000000,92.190002,92.760002,92.100670,515600
2017-07-14,92.739998,94.000000,92.410004,93.900002,93.232567,513600
2017-07-17,93.339996,93.980003,93.160004,93.750000,93.083633,507100
2017-07-18,93.550003,95.169998,93.440002,95.150002,94.473686,830200
2017-07-19,95.239998,97.620003,95.230003,97.620003,96.926125,1533000
2017-07-20,99.160004,100.080002,98.605003,99.989998,99.279274,1520700
2017-07-21,99.290001,100.199997,98.209999,100.019997,99.309067,1040900
2017-07-24,100.199997,101.750000,100.019997,101.620003,100.897697,1050100
2017-07-25,101.139999,101.410004,100.230003,101.400002,100.679260,995300
2017-07-26,102.889999,105.660004,102.889999,105.410004,104.660759,1403600
2017-07-27,105.699997,105.739998,103.010002,104.040001,103.300491,1564900
2017-07-28,104.870003,107.000000,104.639999,105.769997,105.018196,1127800
2017-07-31,105.720001,106.010002,103.970001,105.190002,104.442322,904400
2017-08-01,108.779999,109.779999,107.760002,108.320000,107.550072,2099400
2017-08-02,106.000000,111.459999,103.169998,110.470001,109.684792,3332200
2017-08-03,108.680000,109.650002,107.589996,108.339996,107.569923,1243600
2017-08-04,108.669998,109.699997,108.400002,109.150002,108.374176,704500
2017-08-07,109.349998,110.889999,109.330002,110.559998,109.774147,406500
2017-08-08,111.430000,111.769997,110.305000,110.660004,109.873444,491000
2017-08-09,110.110001,111.330002,109.910004,111.260002,110.469177,335500
2017-08-10,110.190002,110.330002,108.500000,108.669998,107.897583,738700
2017-08-11,106.589996,107.839996,106.169998,107.580002,106.815331,748000
2017-08-14,108.559998,110.349998,108.449997,110.050003,109.267776,524600
2017-08-15,110.580002,110.839996,109.610001,110.260002,109.476280,257900
2017-08-16,110.519997,111.180000,110.440002,110.949997,110.161377,376300
2017-08-17,110.739998,111.010002,109.250000,109.250000,108.473457,504800
2017-08-18,110.000000,112.019997,109.510002,111.529999,110.737251,672900
2017-08-21,110.419998,112.919998,110.370003,112.849998,112.047867,916000
2017-08-22,112.889999,115.639999,112.849998,115.180000,114.361313,945800
2017-08-23,115.099998,116.379997,114.930000,115.620003,114.798187,677900
2017-08-24,115.900002,115.989998,114.010002,114.169998,113.358490,761600
2017-08-25,114.589996,115.029999,113.995003,114.000000,113.189697,455000
2017-08-28,114.029999,114.120003,113.230003,113.830002,113.020905,402900
2017-08-29,113.309998,113.980003,113.160004,113.760002,112.951408,711900
2017-08-30,114.559998,114.870003,114.199997,114.599998,113.785431,668000
2017-08-31,113.790001,114.769997,113.720001,114.489998,113.676216,666600
2017-09-01,114.919998,117.660004,114.900002,116.760002,115.930084,773200
2017-09-05,115.919998,116.940002,115.449997,116.160004,115.334351,525200
2017-09-06,118.089996,118.099998,116.370003,116.849998,116.019440,401100
2017-09-07,111.209999,111.599998,107.309998,108.589996,107.818146,3455300
2017-09-08,110.449997,110.540001,108.959999,109.360001,108.582680,1406500
2017-09-11,110.809998,111.540001,110.389999,111.480003,110.687614,771100
2017-09-12,111.470001,111.620003,109.620003,109.940002,109.158562,517800
2017-09-13,109.809998,110.050003,108.330002,108.800003,108.026665,565500
2017-09-14,109.320000,109.434998,108.419998,109.230003,108.453606,551400
2017-09-15,110.589996,110.739998,109.610001,110.050003,109.267776,555000
2017-09-18,111.750000,112.760002,111.309998,112.330002,111.531570,582400
2017-09-19,112.910004,113.940002,112.750000,113.489998,112.683319,534000
2017-09-20,113.279999,113.680000,112.010002,113.010002,112.206734,326400
2017-09-21,113.050003,113.830002,112.889999,113.570000,112.762756,210500
2017-09-22,112.930000,113.849998,112.580002,113.470001,112.663467,271200
2017-09-25,112.940002,113.019997,109.680000,110.139999,109.357132,767800
2017-09-26,110.139999,110.620003,108.440002,108.980003,108.205383,766600
2017-09-27,109.199997,110.930000,109.050003,110.580002,109.794006,461100
2017-09-28,109.720001,110.239998,109.404999,110.029999,109.247917,253600
2017-09-29,110.029999,110.970001,109.915001,110.480003,109.694717,283300
2017-10-02,110.760002,112.839996,110.760002,112.430000,111.630859,308000
2017-10-03,112.580002,114.500000,112.510002,114.330002,113.517357,612700
2017-10-04,114.019997,114.750000,113.522003,114.449997,113.636497,459400
2017-10-05,114.139999,114.470001,112.889999,113.169998,112.365593,306100
2017-10-06,111.959999,112.720001,111.209999,112.599998,111.799644,482900
2017-10-09,112.690002,116.559998,112.655998,114.830002,114.013802,940400
2017-10-10,116.300003,116.300003,114.970001,115.669998,114.847824,546700
2017-10-11,116.330002,117.129997,116.095001,116.519997,115.691780,377800
2017-10-12,115.970001,116.440002,115.570000,116.089996,115.264839,305300
2017-10-13,115.809998,116.419998,114.879997,114.959999,114.142876,344900
2017-10-16,114.900002,117.824997,114.449997,116.809998,115.979721,784000
2017-10-17,115.949997,116.489998,115.349998,115.769997,114.947113,443500
2017-10-18,116.199997,116.875999,115.629997,116.559998,115.731499,284600
2017-10-19,114.739998,116.089996,113.629997,115.910004,115.086128,416200
2017-10-20,115.040001,115.260002,114.375000,114.599998,113.785431,425100
2017-10-23,114.709999,114.989998,113.660004,113.709999,112.901756,228500
2017-10-24,114.720001,115.529999,114.400002,114.589996,113.775497,444800
2017-10-25,115.540001,116.300003,113.849998,114.720001,113.904579,702600
2017-10-26,115.309998,115.470001,114.669998,115.070000,114.252090,257100
2017-10-27,116.059998,116.129997,115.169998,115.589996,114.768394,354100
2017-10-30,116.629997,117.430000,116.404999,117.180000,116.347092,500900
2017-10-31,118.000000,120.360001,117.980003,119.680000,118.829323,1021100
2017-11-01,121.000000,121.139999,119.879997,120.000000,119.147049,643800
2017-11-02,118.489998,119.169998,115.519997,117.110001,116.277596,1338600
2017-11-03,118.250000,118.360001,117.360001,117.430000,116.595322,497400
2017-11-06,117.190002,117.750000,116.459999,117.250000,116.416595,473800
2017-11-07,116.519997,116.519997,114.150002,114.889999,114.073372,525100
2017-11-08,113.440002,113.440002,110.480003,112.800003,111.998230,719300
2017-11-09,110.820000,110.820000,108.791000,109.440002,108.662109,945400
2017-11-10,109.779999,109.989998,109.070000,109.559998,108.781258,525200
2017-11-13,110.199997,111.040001,110.139999,110.440002,109.655006,1038700
2017-11-14,110.180000,110.235001,109.199997,109.910004,109.128777,343300
2017-11-15,108.320000,109.120003,107.580002,108.510002,107.738724,400600
2017-11-16,109.650002,110.330002,109.419998,110.019997,109.237984,261100
2017-11-17,109.639999,109.879997,108.870003,109.169998,108.394028,342500
2017-11-20,109.915001,110.889999,109.839996,110.180000,109.396851,274500
2017-11-21,111.709999,112.330002,111.370003,111.489998,110.697540,348100
2017-11-22,111.980003,112.308998,111.285004,111.820000,111.025192,217700
2017-11-24,113.169998,114.019997,113.099998,113.709999,112.901756,164100
2017-11-27,112.750000,112.959999,111.779999,111.800003,111.005341,346900
2017-11-28,112.580002,112.724998,111.510002,111.699997,110.906044,492300
2017-11-29,111.809998,111.919998,107.416000,108.400002,107.629501,989200
2017-11-30,108.709999,109.087997,107.610001,108.599998,107.828079,490200
2017-12-01,107.599998,108.209999,106.000000,107.470001,106.706116,489700
2017-12-04,107.029999,107.117996,103.849998,104.339996,103.598358,981400
2017-12-05,104.459999,105.629997,104.169998,104.169998,103.429565,663400
2017-12-06,104.779999,105.250000,104.190002,104.570000,103.826729,424900
2017-12-07,104.209999,105.113998,104.010002,104.629997,103.886299,349400
2017-12-08,106.239998,106.519997,105.800003,105.839996,105.087692,428600
2017-12-11,106.669998,106.970001,106.389999,106.440002,105.683434,511500
2017-12-12,106.000000,107.379997,105.930000,106.650002,105.891945,651100
2017-12-13,106.650002,107.140999,105.800003,105.800003,105.047989,733000
2017-12-14,106.449997,107.089996,104.889999,105.019997,104.273521,348800
2017-12-15,104.849998,104.860001,103.900002,104.379997,103.638077,692200
2017-12-18,105.489998,107.029999,105.489998,106.709999,105.951515,401700
2017-12-19,105.739998,106.290001,105.410004,105.470001,104.720329,302100
2017-12-20,105.800003,105.870003,105.290001,105.559998,104.809685,198500
2017-12-21,105.400002,106.580002,105.260002,106.209999,105.455070,483300
2017-12-22,105.440002,106.800003,105.440002,106.540001,105.782722,235300
2017-12-26,106.540001,107.970001,106.000000,106.980003,106.219597,284600
2017-12-27,106.150002,107.099998,106.150002,106.800003,106.040878,183800
2017-12-28,106.360001,106.870003,106.294998,106.750000,105.991234,277200
2017-12-29,105.949997,106.059998,104.809998,104.839996,104.094803,254900
2018-01-02,104.120003,105.379997,103.650002,105.150002,104.402603,546800
2018-01-03,106.339996,107.389999,106.339996,107.169998,106.408241,426500
2018-01-04,112.610001,112.639999,111.019997,111.309998,110.518814,882800
2018-01-05,112.739998,113.019997,112.029999,112.129997,111.332985,408100
2018-01-08,112.820000,113.610001,112.580002,113.519997,112.713104,451200
2018-01-09,115.000000,115.050003,113.650002,114.320000,113.507423,369300
2018-01-10,114.000000,114.769997,113.800003,114.269997,113.457779,282800
2018-01-11,115.919998,117.449997,115.919998,117.160004,116.327240,632100
2018-01-12,118.589996,118.680000,117.419998,117.839996,117.002403,392900
2018-01-16,118.739998,118.980003,117.480003,117.559998,116.724388,587500
2018-01-17,118.849998,120.199997,118.309998,119.449997,118.600960,449800
2018-01-18,119.419998,119.889999,118.879997,119.379997,118.531456,335100
2018-01-19,120.790001,121.180000,119.879997,120.959999,120.100227,358500
2018-01-22,120.849998,121.459999,120.500000,121.370003,120.507317,308300
2018-01-23,120.529999,120.529999,118.400002,118.930000,118.084656,521500
2018-01-24,119.260002,119.459999,118.089996,118.900002,118.054871,346200
2018-01-25,119.279999,119.389999,117.699997,118.209999,117.369774,378500
2018-01-26,118.949997,120.050003,118.870003,119.959999,119.107330,263800
2018-01-29,118.660004,119.190002,117.820000,118.720001,117.876152,506100
2018-01-30,118.779999,119.000000,118.050003,118.089996,117.250626,473300
2018-01-31,118.320000,120.139999,118.269997,119.500000,118.650604,742700
2018-02-01,123.949997,129.869995,123.940002,128.190002,127.278839,2679200
2018-02-02,130.350006,130.630005,126.760002,127.139999,126.236298,1395400
2018-02-05,127.320000,128.179993,120.529999,121.449997,120.586739,1157700
2018-02-06,121.019997,127.589996,120.430000,126.900002,125.998009,1830300
2018-02-07,124.800003,126.139999,124.080002,124.080002,123.198051,793600
2018-02-08,124.309998,124.582001,119.620003,119.620003,118.769753,797000
2018-02-09,119.260002,121.029999,117.220001,120.239998,119.385345,1076600
2018-02-12,119.589996,123.370003,119.589996,122.550003,121.678925,590900
2018-02-13,122.820000,124.290001,122.309998,123.769997,122.890251,495700
2018-02-14,122.040001,126.459999,122.000000,125.879997,124.985252,429100
2018-02-15,129.529999,129.529999,127.440002,129.100006,128.182373,710000
2018-02-16,130.320007,131.199997,129.279999,129.710007,128.788040,571800
2018-02-20,126.860001,129.520004,126.809998,128.399994,127.487335,488200
2018-02-21,129.580002,130.360001,127.989998,128.009995,127.100113,461100
2018-02-22,127.790001,127.889999,126.161003,126.709999,125.809357,357000
2018-02-23,127.050003,129.619995,127.050003,129.559998,128.639099,257800
2018-02-26,130.130005,130.479996,128.190002,129.300003,128.380951,393800
2018-02-27,129.149994,129.339996,126.000000,126.010002,125.114334,526100
2018-02-28,126.099998,126.500000,124.089996,124.209999,123.327126,512500
2018-03-01,124.199997,124.370003,120.209999,121.529999,120.666176,672200
2018-03-02,120.519997,121.360001,118.599998,121.110001,120.249161,693600
2018-03-05,119.050003,121.639999,118.320000,121.500000,120.636391,523100
2018-03-06,122.750000,123.449997,122.139999,122.750000,121.877502,625300
2018-03-07,122.300003,125.239998,122.300003,124.720001,123.833504,526300
2018-03-08,125.300003,125.519997,122.900002,123.820000,122.939896,511300
2018-03-09,124.199997,124.849998,124.000000,124.709999,123.823570,324200
2018-03-12,124.599998,124.919998,124.089996,124.320000,123.436340,414200
2018-03-13,124.970001,125.275002,122.860001,123.099998,122.225014,642900
2018-03-14,123.930000,123.970001,121.949997,122.250000,121.381058,315000
2018-03-15,122.470001,123.349998,122.070000,122.790001,121.917221,401500
2018-03-16,123.180000,123.250000,121.919998,121.940002,121.073265,372900
2018-03-19,122.419998,122.449997,120.330002,121.260002,120.398094,300100
2018-03-20,121.129997,122.400002,121.129997,121.680000,120.815109,551300
2018-03-21,123.260002,124.459999,123.050003,123.529999,122.651955,671500
2018-03-22,121.930000,122.559998,120.410004,120.419998,119.564064,432400
2018-03-23,120.889999,121.150002,118.360001,118.389999,117.548492,492900
2018-03-26,121.699997,122.150002,119.230003,121.309998,120.447739,298500
2018-03-27,122.690002,122.860001,118.980003,119.699997,118.849182,479600
2018-03-28,121.489998,121.739998,119.360001,119.620003,118.769753,393500
2018-03-29,121.169998,121.349998,119.800003,120.519997,119.663353,358600
2018-04-02,119.690002,120.050003,116.519997,117.519997,116.684677,272500
2018-04-03,120.510002,121.360001,119.489998,120.610001,119.752716,531100
2018-04-04,117.250000,120.639999,117.089996,120.440002,119.583923,408900
2018-04-05,120.919998,121.800003,120.540001,121.339996,120.477524,387900
2018-04-06,121.330002,122.040001,119.540001,120.750000,119.891716,385400
2018-04-09,121.529999,121.919998,120.010002,120.190002,119.335701,277200
2018-04-10,121.949997,122.650002,121.190002,122.110001,121.242050,368800
2018-04-11,120.720001,121.790001,120.139999,120.430000,119.573997,262700
2018-04-12,121.529999,122.139999,121.419998,122.019997,121.152687,222500
2018-04-13,121.730003,122.949997,121.680000,122.430000,121.559776,415700
2018-04-16,122.489998,123.399002,122.239998,123.010002,122.135658,289900
2018-04-17,123.739998,125.440002,123.449997,125.230003,124.339882,442900
2018-04-18,124.190002,125.440002,124.120003,124.800003,123.912933,372100
2018-04-19,124.000000,124.360001,122.540001,123.190002,122.314377,330200
2018-04-20,122.419998,123.080002,122.139999,122.680000,121.807999,174500
2018-04-23,121.470001,122.038002,121.110001,121.879997,121.879997,216900
2018-04-24,122.730003,123.612000,121.639999,122.750000,122.750000,552000
2018-04-25,122.459999,123.320000,121.779999,122.820000,122.820000,261300
2018-04-26,123.459999,123.559998,122.139999,122.980003,122.980003,363900
2018-04-27,123.000000,123.080002,121.820000,121.989998,121.989998,265200
2018-04-30,121.800003,123.370003,121.599998,122.680000,122.680000,306500
2018-05-01,122.660004,122.754997,121.180000,122.480003,122.480003,224500
2018-05-02,126.410004,127.169998,125.620003,125.809998,125.809998,772400
2018-05-03,124.180000,133.449997,123.710999,130.990005,130.990005,1414600
2018-05-04,134.919998,137.449997,134.279999,137.330002,137.330002,1201600
2018-05-07,139.360001,141.559998,139.169998,140.389999,140.389999,773500
2018-05-08,136.800003,138.000000,135.220001,136.770004,136.770004,586600
2018-05-09,136.539993,136.770004,134.979996,135.639999,135.639999,341800
2018-05-10,135.039993,135.875000,134.869995,135.570007,135.570007,318000
2018-05-11,135.610001,136.289993,135.119995,136.050003,136.050003,211200
